Title,Link,Posted_on,Budget,Description,Country,Total_jobs_posted,Open_jobs,Total_reviews,Rating,Total_hires,Client_since,Client_spent
Technical Recruiter Ukraine,https://www.upwork.com/job/~015b2b90996e717e46,2021-07-22T08:06:37.309Z,0 USD,"We're looking for a technical recruiter to post in local job sites and search for local candidates in Ukraine. This is for a variety of technical roles.

For the role we are looking at getting, we need someone to source a Senior Frontend Angular Developer with 3+ years of experience. We wanted someone who's been working with Frontend for the longest time with long tenures in their previous company. ",United States,611,5,456,4.97,365,2008-07-22T00:00:00.000Z,335629.35 USD
Senior Linux/UNIX System Consultant (LOCATION: HYDERABAD),https://www.upwork.com/job/~0159e614ff0e9d0b6e,2021-07-22T03:56:23.585Z,0 USD,"Support installation and maintenance of Unix/Linux system (Solaris, Susie, Red Hat, Ubuntu and etc.), backup and storage (San, EVA & etc.) systems
Responsible for the system design, implementation, testing, managing and maintenance of proposed system
Work closely with Team Leader to meet system delivery milestones
Provide technical documentation support to Project & Solutions Teams, as well as hand over as-built system documentation to Maintenance support team
Engage with back-line support and/or with vendor’s support to diagnose and rectify technical problems.
Assist in day-to-day operation of the System Delivery team
Carry out other technical related duties that may be required.",Singapore,29,1,2,5,13,2020-06-15T00:00:00.000Z,28058.06 USD
Weekends: Customer Success Advocate,https://www.upwork.com/job/~01507054ed1e896e67,2021-07-22T02:20:55.221Z,0 USD,"What is OpenLearning?
OpenLearning is an online social learning platform that goes beyond content delivery, to focus on community, connectedness, and student engagement. OpenLearning fosters learning communities that are fun, meaningful and student-centered, through the platform’s social media workflow and features such as liking, commenting, chatting, groups and sharing. Anyone in the world can design and teach, or take a course on OpenLearning.

Why we want you on our team
OpenLearning’s customer support vision is to delight our customers while improving the learning experience for all on OpenLearning. In order to do this, we need a superstar Customer Success Team member who can help support our customers to either design and teach a course, or take a course on our platform.

Great customer support at OpenLearning means we are:


Friendly, personal and cheerful
Committed to improving course quality
Quick to respond and supportive to the end
Superb listeners who take great care in understanding our customer's queries
Builders of meaningful connections and rapport with customers
Keen to empower customers to be capable and independent users of the platform

The ideal person for the job will be a positive, friendly, and experienced customer or technical support person, who embodies our vision and genuinely loves helping people every day.

Goals you’ll work towards achieving:


Providing support to troubleshoot and resolve customer issues through email, chat, phone, and responses to Knowledge Base channels.
Identifying bugs, testing, reproducing, and reporting issues and fixes where possible
Being an open, positive, and respectful team member of OpenLearning: willing to share ideas, knowledge and embrace our company values.

This role is across Wednesday - Sunday 9 am - 5 pm AEST (Sydney time)",Australia,32,2,12,5.0,24,2013-06-30T00:00:00.000Z,299448.9 USD
Seeking experienced client-facing Digital Marketer/Lead Generation expert to LEAD growth engagements,https://www.upwork.com/job/~0149379a7bc9539446,2021-07-22T01:32:48.255Z,0 USD,"ABOUT THE CLIENTS WE HELP:

Our clients are staffing agencies, tech companies, professional consulting firms, manufacturing companies, professional services, funded startups, software companies, software as a service, and other...

They hire us to solve their growth challenges, which happen to occur ANYWHERE in the entire spectrum of sales.... from the first point of contact in the ether of cyberspace to payment on their RENEWALS (and of course, everything in between)--our program is Agile, and we apply energy to the pain and goals.

A lot of our time is spent generating leads through their website and automating certain aspects of sales.  Most of it is spent running scientific experiments that impact their North Star.

WHO WE SEEK:

We seek an experienced, client-facing digital marketing/product leader to provide strategic program management with our proprietary analysis and experimentation model that drives exponential growth and culture change for our clients. 

In this part-time role (approximately 5 hours per week per client), you will be expected to oversee and preserve aspects of the Orange Pegs growth hacking model, work closely in a growth leadership role with clients, manage any growth hackers and marketing contributors assigned to projects, and work closely with other project leads. You will report directly to our Senior Growth Leads.

At least three (3) years of experience as a growth hacker or digital marketer with a history of leveraging analytics to perform experimentation that drives results... and at least three (3) years of experience as a client-facing freelancer, consultant, or in an agency setting are required. 

Must-have tool and platform knowledge includes: 

* Google Analytics
* Google Search Console
* Google Optimize
* HubSpot
* Social Media
* Paid Media (Search, Social)
* Email and In-App Messaging
* A/B and Multivariate Testing
* Project management tool like Basecamp or Monday.com

Other essentials that you either have, or want to learn quickly: 

* Agile philosophy
* Product Marketing
* User Experience
* Hubspot Sales, Marketing, Service, and Operations hubs

Other critical factors that must describe you 

* We are looking for professional consultants
* This role is part-time--we award success with more projects & more $
* The vast majority of our projects are ongoing (4 + 6 to 12-month renewals)
* This position is client-facing--timely, professional communication is mission-critical
* Highly responsive and able to delegate
* Presentation and workshop skills are core aspects of this role
* Open to permanent US residents only
* Individuals only (no agencies)

And, finally ...

During the interview process, you will be asked to provide specific growth hack case studies where you’ve driven improvement of magnitude. You also must be comfortable working on video conferencing tools with a distributed team and client base. This is a remote position that can be based anywhere in the U.S. (but MUST be located in the US)

There is massive growth potential and the opportunity to source and develop junior growth hackers, refine and expand your own skills, and create unique case studies to add to your portfolio in this role.

PAY: $50 - $75/hour
HOURS: 1 project is 5-hours a week... we have many projects coming up that need you
DURATION: Depends on whether you successfully navigate through launch to the ongoing portion
TYPICAL: Projects launch in 4 weeks and run for 14 more... Renewals are 6 - 12 months
INDUSTRIES: Startups, Staffing Agencies, Accounting Firms, Tech & Software Companies, Law Firms & other professional services such as Management Consulting firms

Do not contact us outside of Upwork if you want your application seriously considered...

Pretty please :)

ABOUT ORANGE PEGS:
 
Working in a variety of verticals, featuring a multitude of products and services. We have used this comprehensive service to rapidly increase the flow of inbound opportunities, customers, product users, product consumption, revenue, or other business metrics through rapid, data-driven optimization and the agile philosophy.

We either dream in numbers or pictures, and our mission is always growth.",United States,51,6,10,4.98,28,2014-08-04T00:00:00.000Z,82457.02 USD
Seeking an Outlook Expert,https://www.upwork.com/job/~0104fe1b3ac15a4dd3,2021-07-22T01:08:13.225Z,0 USD,"I am using Outlook 97 and Outlook 365 and another but I can't quite figure out which version it is.

I am very particular about the view. 

I know this is probably brain dead stuff, but I need a little help here with someone expert with all these versions to help guide me.",United States,71,6,10,4.97,32,2012-11-29T00:00:00.000Z,33675.35 USD
"SEO Expert Required With Experience In Technical, On-Site, Off-Site",https://www.upwork.com/job/~01d5d8984f31a86c69,2021-07-22T00:40:30.934Z,0 USD,"Hi we require an expert with SEO experience to rank our clients on the first page SERP. 

We are a digital marketing agency based in Australia looking to work with a dedicated SEO team for the long run

Please do NOT apply if you have no experience. Proof of delivery will be required for previously ranked local businesses on 1st page. 

Important responsibilities include:

On and off-site optimization
Sound knowledge of where to insert title, meta, h1, h2 etc 
GMB, schema and back-link implementation experience
Content creation
Technical optimization recommendations and implementation of various SEO-related deliverables
Keyword, competitor, and market research
Detailed SEO audits
Conversion rate optimization & testing
Identification and resolution of technical SEO issues",Australia,116,3,54,4.98,86,2013-06-05T00:00:00.000Z,20989.05 USD
Account-Based Marketing & Demand Generation Contractor,https://www.upwork.com/job/~017c9c073abef1096d,2021-07-21T23:40:49.251Z,0 USD,"Account-Based Marketing & Demand Generation Contractor

*Applicants must be US based*

About Digital Reach Agency:

Digital Reach Agency is a full-service digital marketing agency focused on becoming the best B2B SaaS & Tech provider.

We are looking for a Demand Generation and ABM expert to help create high quality ABM and Demand Generation strategies for our clients. Clients have stakeholders across the entire marketing technology stack that need support  organizing an account-based marketing program. Emphasis is on creating opportunities and funnel movement within the target account list.. Getting everyone on the same page with a clear blueprint to success is important. 

At Digital Reach, our focus is on B2B digital marketing, data attribution, tracking our clients’ customers’ actions through the funnel and providing clarity into KPIs and ROI. In-depth tracking and complete transparency are hallmarks of our digital marketing services, helping our clients track KPIs in real-time and transforming digital marketing into a reliable revenue-center. We’ll help our clients with tracking revenue, simplifying and demystifying the digital marketing experience, and presenting it in terms of clear dollars-and-cents ROI.

Responsibilities:

Crafting recommendations across individual marketing disciplines involved in an Account-Based Marketing program. Including disciplines such as:

Planning
Website Optimization
Data Management
Content Production
Channel Marketing and Content Distribution
Campaign Optimization
Sales Alignment

Each phase should feature a discussion of its necessary elements, an evaluation of the client’s current status, and a recommendation for next steps. 

Project Managing various internal resources to assist with evaluations and recommendations.

Building a large-scale document that creates a narrative around the individual evaluations, tying it back to overall strategy.

If you are excited about contributing in a large way to a company who cares deeply about understanding our client’s problems and transforming their ideas into reality, we’d love to talk to you.

Your Team

You’ll be primarily working with Digital Reach co-founder and COO Andrew Seidman. 
You’ll also work with various internal departments (SEO, Paid Media, Marketing Automation, Business Intelligence etc.) to carry out analysis. 

Expectations for this position:

You must be self-driven: Our company is remote, meaning you’ll be working from home with occasional optional travel (optional team meetups and/or client visits). So we need people who are self-motivated, excellent at time management, tech-savvy, resourceful, adaptable, and accountable.

Open communication is key: Our clients trust us to translate their business needs into action items. In order to do this, there is a high level of collaboration with both clients and their stakeholders, as well as our internal teams.

Empathy is primary: In order to provide solutions that work for the client, you’ll have to dig deep into what problems they’re trying to solve, and give recommendations and guidance on B2B digital marketing best practices. Part of being B2B experts is understanding B2B barriers and being able to demonstrate both empathy and expertise.

Detail-oriented work: Making sure that items are aligned, establishing clear action plans, and providing transparent and concise reporting are all extremely important. We aim to be the best digital marketing agency geared towards B2B SaaS & Tech, and we can only do that if we ensure quality – even if that means catching mistakes from items provided by the client.

Your experience:

5+ years of Demand Generation & ABM experience (Preferred: some years at an agency and/or in B2B SaaS & Tech)

Expertise in popular MarTech platforms (CRMs, Marketing Automation, Chat, etc.)

Demonstrable ability to communicate, present and influence key stakeholders at all levels of an organization, including executive and C-level

Experience delivering custom solutions based on individual customer needs

Digital Reach is committed to diversity in its workforce. We are an equal employment opportunity employer and considers qualified applicants without regard to gender, sexual orientation, gender identity, race, veteran or disability status.",United States,232,3,25,4.98,148,2013-04-18T00:00:00.000Z,102340.83 USD
Solution Architect / Tech Lead - Web development,https://www.upwork.com/job/~01c2dd6a6e7cba6d8c,2021-07-21T23:36:11.247Z,0 USD,"We have different platforms at various stages of prototyping - in telehealth, B2B productivity, events managements, talk fulfilment.

Looking for a experienced, sound, pragmatic technical lead + solution architect to guide us with architecting+designing fully scalable products keeping security, performance, cost optimisation and overall customer experience in mind.

You will be responsible for creating and providing artefacts required for this and maintaining its updates as and when required.

Current Tech stack - Vue.js frontend, Node.js backend, AWS Serverless Architecture

For external agencies/freelancers who we engage for development, you will be our representative for the right choice of technology, stack, database, hosting etc.",Australia,100,10,22,4.97,40,2020-03-21T00:00:00.000Z,25085.4 USD
Admin/Support/Tech  Consulting,https://www.upwork.com/job/~011de53cddc0efc42c,2021-07-21T22:19:50.270Z,0 USD,Looking for consulting support on all related subjects for our innovative beauty brand,United States,118,18,10,4.59,15,2018-05-27T00:00:00.000Z,38440.83 USD
Google Workspace Device and Enterprise Engineer,https://www.upwork.com/job/~01aef7a72527f51195,2021-07-21T21:42:05.000Z,0 USD,"Google Device Engineer (G Suite, Google Workplace)

Red Cup IT is a Managed Services Provider on the bleeding edge of business technology, automation, security, and efficiency. We are looking to fill a remote, work from anywhere position for a Google Workplace Enterprise project coming up. We need to set up a relatively new Google Workplace tenant for the following: Google Chrome Browser management, deploying thousands of Chromebook devices, email, secure collaboration, and single sign-on. 

Google Device Engineer: We have thousands of Chromebooks and several hundred iOS and Android phones. The Engineer will be responsible for the hardware experience on Google-driven devices and must have a strong background in enterprise information systems management. 

• This includes network troubleshooting, change management procedures, configuration management of desktop, laptop, and tablet systems specifically supporting Chrome OS and Android devices. Integrating and supporting these devices in the enterprise will be the primary function of this position. 

• He/she will also provide technical software advice for complex systems and make decisions on operating procedures and analytical approaches. This person will need to support teachers in an educational institution and guide device implementations in the classroom.

• The Google Device Engineer will be held accountable for the following responsibilities:
Support Chromebooks: provide L3 support for the MSP's 1000+ Chromebooks, working with vendor partners, Google, and stakeholders, to ensure new Chromebooks behave, out of the box, as the customer desires.

• Support Android phones, Chrome apps, Android apps, and extensions: provide L3 support for Android phones, working with vendor partners, and stakeholders, to ensure new the phones behave, out of the box, as the customer desires.

Documentation: Assemble technical architecture documentation as well as end-user training documentation to disseminate to the greatest possible audiences both within the department and externally throughout the company. Such documentation covers the operating environments and ecosystem experiences.

Collaboration: Work with Service Desks and support teams to help ensure standards are maintained, problems are addressed, field issues are understood and future states anticipated.

MDM Management: Manage, maintain, support, troubleshoot, and optimize the customer's in-house MDM/RMM implementation while making suggestions and adjustments to future needs.

Training: Train staff and vendor partners on the customer's best practices surrounding the use of Chromebook and Android devices.

-	Update all assigned tickets capturing troubleshooting activities and resolution, resolving escalations from the Service Desks.

-	Keep abreast of what the future is bringing in terms of new products and enhancements to products and how those changes affect our company plans within and outside the vendors’ ecosystems.

-	Assisting, training, and setup up of company-wide app and content acquisition streams.

-	Working with staff/clients on Google Apps.

-	Working with the Google Play Store and other app ecosystems.

-	Working with the business stakeholders, technology leaders, and end-users to ensure Google devices are fully suitable to needs and requirements.

Type of Experience Required:
• Device Maintenance: demonstrated experience repairing mobile technology, particularly Chromebooks

• Google Admin Console: Experience with tools for managing Google Apps, devices from Chrome and Android platforms, and integration with existing tools for remote management.

• MDM: Understanding of at least one enterprise-level mobile device management application such as Intune, Addigy, MobileIron, JAMF, VMware Workspace One (AirWatch). 

• Hands-on Repair experience: Technical troubleshooting and hands-on experience with Chromebooks and Android devices. In-depth knowledge of device troubleshooting methods

Experience with:
- Understanding of Chromebook management via Google Admin Console, Developer mode, and hardware reset functions.

- Wireless network (Wi-Fi) setup on Chrome OS and Android.

- Managing large numbers of devices remotely and without user intervention.

- Ability to perform end-user training on device management technology

- Analysis and investigation skills, with a structured approach to problem-solving.

- Outstanding customer service skills as well as strong verbal and written communication.

- Strong interpersonal and organizational skills and demonstrated ability to convert manual tasks into automated solutions.

Knowledge, Skills, and Abilities:
Google Console API: Experience with using Google’s API for managing Google Apps, devices from Chrome and Android platforms, and integration with existing tools for remote management. Experience manipulating objects via APIs in Device Management Solutions is highly desired.",United States,160,3,60,4.89,81,2009-07-27T00:00:00.000Z,652163.69 USD
UAT QA Engineer (Manual) long term contract,https://www.upwork.com/job/~013cef1a017f75d7bf,2021-07-21T21:18:00.350Z,0 USD,"5th fastest-growing private company in the Silicon Valley

 EdTech Computer Networking/Security  K-12 SLED



Summary

Securly is seeking to hire a UAT QA Engineer (manual) to work remotely for us on a long-term contract or contract to hire (FTE) basis.  This role would start immediately.  We would prefer that you work Monday-Friday 8-5 EST but are flexible.    




Primary Job Tasks

Work on Hotfixes to Production


Work with support team to reproduce the issues reported & handover to
pjm’s




Execute Automation suite & monitor, verify the build




Work closely with developer for Impact analysis, Test coverage & scope
for hotfixes




Sign off Hotfixes to Production




Working on defining test strategy, writing test plans, and designing and executing
software tests




Communicate effectively with other engineers in the team




Work closely with the automation team




Work closely with Development teams in the US to understand the inner working of
the products and customer use cases to achieve unscripted testing




Preferred Qualifications, Skills, and Experience

4+ years of experience testing both web applications and backend services, including functional API testing, integration testing, and UI functionality and usability testing
Experience with White/Grey Box testing preferred
Certification ISTQB or CSTE or CAST preferred
Very strong with web technology fundamentals: HTML, CSS, and JavaScript, XML, JSON
Good Understanding of Basic Networking concepts like DNS, HTTP, Proxy, etc.
Experience testing complex Mobile Apps successfully delivered to customers is
beneficial but not mandatory
Any kind of scripting experience - shell, python, java, etc. will be an advantage
Strong analytic and problem-solving skills
Experience with bug-tracking tools
Bachelors degree in computer science-related field or relevant experience preferred




We are an equal opportunity employer and value diversity in our company. We do not discriminate based on race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

 

About Securly, Inc.

*** 2-minute product demo - vimeo.com/245108303 ***




Securly, Inc (www.securly.com) is the 5th fastest-growing private company in San Jose, CA. Securly is a world-renowned innovator in student safety solutions. We started by building the first cloud-based web filter for schools in 2012 and have continued innovating comprehensive solutions for student safety - both in school and at home. By pioneering these developments, Securly continues to be a leader in an industry that is continually evolving.

In a few short years, our innovative products and talented people have;

Established Securly in over 20% of the US market and growing internationally
Implemented Securly into 15,000+ schools
Monitored more than 5 billion online activities
Revolutionized school safety for more than 10 million children
Saved the lives of more than 1000+ children",United States,12,1,4,5,8,2019-04-22T00:00:00.000Z,34847.83 USD
IT Recruiter,https://www.upwork.com/job/~01cba87f9aafbe0754,2021-07-21T21:05:15.000Z,0 USD,"We're looking for an experienced technical recruiter that not only understands how to find the right person but that also understands, to some extent, the work the person will be doing so that they can ask the right questions and find the perfect fit. 

This is a long-term opportunity with consistent work.  We have some immediate hires that we need to make and quickly.  

We're currently hiring: 

Product owners/product managers - technical for software and applications 
Senior Solutions architects - Java, Javascript(React), Unix, Spring, Cloud/AWS
Java developers
User Interface Architects
Java Architects",United States,146,1,105,4.97,115,2016-02-11T00:00:00.000Z,749900.1 USD
America Time Zone only - Operations Manager with Digital Marketing Experience,https://www.upwork.com/job/~01d2ed4efe39b5ff6d,2021-07-21T20:46:12.000Z,0 USD,"We'll only consider candidates located in South America, Central America or North America


Hi,

My company, Player A LLC is looking for an Operations Manager to be my right hand, make sure that things get done on time and with high-quality standards, and manage a small team. 

We are a coaching and consulting company that specializes in helping mission-driven experts scale their businesses by improving their sales and marketing and becoming their best selves.

I’m looking for a motivated, right-hand person that can really help me scale this business to the next level.   This job is all about being organized and getting things done on time, every time.  

It also requires you not be afraid of “getting your hands dirty” with certain tech platforms.  For example, we use Clickup, Kajabi, Aweber and a few others.  You don’t have to know how to use them, but using those or similar applications is a must.  

You can find out more about us at www.ronreich.com. 

I’m really looking for someone who can grow with the company as we grow.  Ideally, you are also committed to growing as a person as well. 

The vision is that this position will start out at 10-15 hours a week.

I’m looking forward to seeing your proposal!

Ron",United States,290,2,17,5.0,216,2006-12-02T00:00:00.000Z,158571.04 USD
Website  Copy Writing,https://www.upwork.com/job/~01b68f8eb6ba58f4cf,2021-07-21T20:04:47.540Z,0 USD,"We are looking for a seasoned writer that can research and sculpt content in a clear and concise way for things such as ads, publications and websites. Your words will inform and engage target audiences.

Budget & Scope: $200-300 per page with the opportunity for 45+ pages of web copy 

Our ideal candidate is a team-spirited, skilled and imaginative writer with an eye for detail. If you can grasp project requirements quickly and offer valuable insight, we’d like to meet you.

One of the first projects we need to complete is the web copy for a new website. ",United States,311,9,76,3.91,132,2014-02-10T00:00:00.000Z,97871.73 USD
Change Manager with Hospitality Background - Full Time - Dedicated,https://www.upwork.com/job/~01ed7a79375c0504f9,2021-07-21T20:03:31.000Z,0 USD,"What we do:
We are a tech start-up in a growth phase founded in 2015. We operate in the hospitality sector managing Airbnb, Booking, wholesalers listings - to name a few - from pricing and booking enquiries right through to guest arrival and departure. 

Using our in-house technology platform we help landlords achieve revenue uplift for their properties while providing our guests with a convenient short-let stay. In that sense, we have two customers and we are driven toward providing them both with a fantastic experience.

We are completing the gap in the travel technology industry by bridging together travel channels inventory that otherwise won’t be available, as a result delivering flexibility to our guests at competitive rates.


Our team:

We are not a standard big enterprise company! 
We are brave to experiment and to work on challenging projects where we can add the most value to the company while we are passionate about what we do. We are not afraid to break or change direction in order to pursue the most efficient solution. 

Staykeepers is a great place to learn, work with some talented people and level-up your skills. 

This role offers a great opportunity to help shape the development of the travel market industry in the UK and worldwide, also to alter the current short to mid-term properties supply.

Main responsibilities:

-Work in a fast-paced, evolving environment and use an iterative method and flexible approach to enable rapid delivery of operational process improvements;
-Ensure that the Business as Usual manager implements correctly the new/changed items across its team;
-Facilitate and provide solution design for all existing and incoming operating challenges related to the on-site customer support, on-site staff support, cross-departmental activities;
-Implement latest industry standards and innovate with a customer centric approach;
-Implement long lasting change
-Facilitate opportunities for collective achievement
-Implement and review standard operating procedures to continuously improve the business as usual
-Proactively seek opportunities and ways to maximise revenue and develop service delivery
-Analyse the available data and make informed decisions 
-Understand the technology industry and offer innovative technological solutions and designs that optimise the business as usual and all stakeholders’ journeys - especially of our guests, landlords and employees

What expertise we are looking for: 

-A candidate with previous Hotel General Management experience
-Project Management & Programme Management experience
-Strong logistics skills - services & people coordination skills
-Ability to work under pressure and deliver quality work under short deadlines
-Ability to scope projects, identify objectives and deliverables
-Ability to facilitate workshops with the relevant stakeholders and SMEs
-Excellent customer services skills


What you'll get:

-You will have the opportunity to prove yourself in a period between 3-6 months so this can be converted into a full-time position
-Opportunity for Equity Scheme (own part of the business) 
-Attractive remuneration and bonuses 
- Excellent work atmosphere amongst young and smart team
- Culture of personal development - if you see an opportunity and you raise your hand, you will be given that chance
-Paid business travel

BEFORE APPLYING PLEASE NOTE:

This is a full time position, requiring availability Monday to Friday from 9 AM till 6 PM. Travelling and collaboration with stakeholders locally and internationally might be required occasionally. Also, this is a long term and fully dedicated position.  Should you consider that the above suits you and you are up for a challenge, we are happy to have further discussion about the role.

",United Kingdom,131,17,61,3.81,82,2019-05-15T00:00:00.000Z,374867.1 USD
Administrative Assistant - Operations,https://www.upwork.com/job/~011ee9f10eb97a5f1d,2021-07-21T19:53:10.599Z,0 USD,"PromotionalProducts.com is a progressive leader in the promotional products marketplace.  We are looking for an individual to join our team and help with the growing promotional products side of the business and be responsible for a variety of tasks.

The mission for the Production Assistant is to ensure every order placed by our clients is delivered on time, as ordered, every time by being detail oriented and proactive.  We have had 100% on-time order delivery for more than 5 years, and we are determined to continue that record forward.  To apply please mention the word pam on top of the application.  The production assistant will have full responsibility for their orders.

Basic skills/competencies required (Must):

1. English First (Excellent writing/speaking skills)
2. Consistent high speed internet connection
3. Go and fix problems, find solutions.  
4. Extreme attention to detail.
5. Responsive, communicative, reliable, good people, and on the path to becoming the best.
6. Willingness / ability to learn.
7. Open to feedback and new ideas.
8. Persistent - the ability to keep track of things and follow up on a regular basis is a must.
9. Proactive / problem solving / action oriented / tech savvy
10. Dependable & organized
11. Tech savvy
12. Ability to work on a regular day-day basis during Eastern time zone.
13. Be friendly, polite and honest.

Knowledge of the promotional products industry is a plus but not a must.  Knowledge of the below tools is a plus too:
Quickbooks Online
Adobe Illustrator
Podio

To apply please mention briefly why would you be the best fit to this position.  In addition to briefly addressing the requested skills.

Thanks",Canada,77,1,14,4.99,35,2010-11-02T00:00:00.000Z,34657.21 USD
Long Term - Technical Assistant/Writer/Proofer,https://www.upwork.com/job/~0172fc7740ad99f731,2021-07-21T19:39:00.747Z,0 USD,"Technical Consultant seeking long term assistant to assist with research, spreadsheets, technical reports, proofing, and data entry.  We are looking for this individual to possess some basic technical skills as well as being proficient in Microsoft products.  Tasks will include opening new assignments, performing technical research, creating tasks for the consultant to make the necessary phone calls to complete the file, converting audio files of conversations into journal entries and eventually reports and writing reports.   The ability to write a report with very minimal spelling/vocabulary mistakes is very important.",United States,62,1,15,4.68,26,2012-07-28T00:00:00.000Z,115276.01 USD
Technical project manager/ assistant,https://www.upwork.com/job/~01455eb5d2f5530388,2021-07-21T19:24:01.610Z,0 USD,we are a data science/ technology consulting firm. we need project managers to manage several projects,United States,54,7,10,4.95,24,2020-03-08T00:00:00.000Z,72066.18 USD
Content Editor - B2B & Tech Experience Required,https://www.upwork.com/job/~0136375981222227cb,2021-07-21T17:34:51.000Z,0 USD,"We are looking for an experienced content editor to augment our team of creatives.  Ideal candidates will already have multiple years of experience in business technology topics, proper statistics citing rules and comfort with data, as well as know how to work as part of a virtual team.  We would prefer a copyeditor that can also produce content, but it's not required.

Must be able to work part-time on US hours.  Please provide samples of your work, particularly those related to business technology.

Please include an overview of your editing experience and topics you're knowledgeable of to facilitate our discussion with you.",United States,248,3,173,4.94,185,2008-06-24T00:00:00.000Z,868934.29 USD
Middle manual QA,https://www.upwork.com/job/~01cab124773e109cce,2021-07-21T17:26:10.759Z,0 USD,"Tech Fabric is a leading custom software development company, that builds scalable, reliable and secure cloud native applications.

Tech Fabric has offices at US (Gilbert, Arizona), Ukraine (Dnipro) and India. 

Company serves Customers from different business domains: E-Commerce, Health Care, Automotive Resale, Insurance and many others.

We are looking for QA Engineer with prooven experience.",United States,64,7,23,5.0,44,2017-09-25T00:00:00.000Z,237967.43 USD
Executive Assistant,https://www.upwork.com/job/~01d5e06cf3a94a36de,2021-07-21T16:54:36.000Z,0 USD,"Looking for the next big move in your career? We’re a fully remote (since before covid!) international digital studio (growing 2x yearly, 30+ people) looking to hire an Executive Assistant to shadow and support our CEO and COO. Sounds intriguing? Read on…

🥱 The TL:DR;
We’re looking for an Executive Assistant. Taking this role with us means being right in the middle of the action and having umatched access to the work we’re doing across the company. You’ll support our CEO, Ricardo and our COO, Tiago in their day-to-day job making sure you’re optimizing their performance by doing multiple tasks within the company. This is a fully-remote, permanent, full-time position.

👉 This is for you if…
1. You’re looking for a remote, long-term position
2. You have experience (2/3 years) in: Project Manager, Executive Assistant
3. You are someone that learns fast and is eager to learn.
4. You are fluent in English
5. You have an entrepreneurial, self-started, get things done mentality — the whole point is to get things done so we don’t have to;
6. You love to communicate with people and are a communicator at heart;
7. You’re organized, methodic;
8. You’re fast to adapt and don’t mind taking the center stage and execute, or be on the sidelines supporting others;
9. You must be curious;
10. You don’t let things slip through the cracks — you’re a machine at follow-through;

Note: You’ll see we never specify stuff like “Be a team player” or “Be dedicated” and stuff like that. That is a base requirement for any position these days, but just know we also like these things people usually ask for:  motivated, focused, hard-worker that likes to grow and learn more, that works well with others and has a positive attitude 😎

💪 This is even better if…
1. You have agency experience;
2. You have software development / tech experience (i.e. you worked at a tech-centered company before);
3. You are able to make good, effective summaries of meetings;
4. You have exceptional writing skills;
5. Experience in accounting is a plus;
6. You play attention to details like no other person;
7. Experience in HR or managing teams is a plus;

👩🏻‍💻 What you’ll do
You’ll be responsible to support the job of our CEO and COO. This means a front-row seat to our operation, how we operate and our secret sauce(s). This is the ideal position for someone that wants to shadow and learn so they can create their own company in the future or run operations;

— You’ll keep Ricardo’s and Tiago’s calendar clean and tidy, you’ll organize their agendas and schedule meetings with set rules;
— You’ll deal with bookkeeping tasks;
— You’ll take lead on drafting client and team communications;
— You’ll be ready to take on ad-hoc tasks that might require your help;
— You’ll coordinate and execute micro-projects and initiatives with the guidance of Ricardo and Tiago;
— You’ll help Triage their communication;
— You’ll help draft agreements for employees and clients/partners and seek signatures;
— You’ll support HR-related tasks (such as payroll, upkeeping of vacation calendars);
— You’ll help support and upkeep our documentation of processes;
— And more… this is the exciting part. We don’t really know what the future holds. This position with provide a lot of flexibility and change. If you’re the right candidate you’ll outgrow it.

🤑 What is in for you?
– An unique challenge that enables you to grow and gain huge amount of access and insight into running a digital, international business;
– Insane levels of ownership, independence and responsibility;
– Fast-track to a leadership position within the organization on the ops area;
– Competitive salary proposal for position and location;
– Work from anywhere with our remote policy. We know sometimes the best work is done in the beach (or mountain, or… ) 🙂
– Bonuses for performance indicators we’d mutually agree;
– Be part of our profit-sharing program and take a slice of our collective success;
– Flexible vacation/days off policy
– Training / Self-Development Yearly Package
– Be involved in building products from the ground-up working up-close with engineers, designers and some of the best entrepreneurs and enterprise leads around the world;
– Yearly Bonuses Program
– Paid parental leave / Flexible conditions on return
– Continuous Training (both on site and online)
– Ability to work in complex projects of Fortune500 as well as small companies.
– Contribute with your suggestions and see your feedback and opinion impact products used by millions worldwide
– Be part of a growing team full of talent",Portugal,361,18,277,4.68,216,2016-04-13T00:00:00.000Z,290215.74 USD
